ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date,cleaned_text
1542,Unauthorized access attempt,Security Incident,Critical,9.88,Database Team,Resolved,2025-12-02,unauthorized access attempt
1543,AWS server instance down,Cloud Issue,Medium,9.82,Database Team,Closed,2026-05-30,aws server instance
1544,Software license expired,Software Issue,High,1.07,Cloud Team,Open,2025-12-02,software license expired
1545,Database query execution failed,Database Issue,Critical,6.73,Database Team,Resolved,2025-11-20,database query execution failed
1546,WiFi disconnecting frequently,Network Issue,Medium,2.56,Application Team,Resolved,2025-08-28,wifi disconnecting frequently
1547,AWS server instance down,Cloud Issue,Critical,8.02,Network Team,Open,2025-11-16,aws server instance
1548,Unable to connect to company VPN,VPN Access,High,1.8,IT Support,In Progress,2026-02-02,unable connect company vpn
1549,Dashboard not loading correctly,Application Bug,Low,4.23,IT Support,Open,2025-09-26,dashboard loading correctly
1550,Malware alert triggered,Security Incident,High,4.32,Security Team,In Progress,2026-02-15,malware alert triggered
1551,WiFi disconnecting frequently,Network Issue,Medium,10.34,Cloud Team,Resolved,2026-06-18,wifi disconnecting frequently
1552,Software license expired,Software Issue,Medium,6.03,Application Team,Resolved,2025-09-26,software license expired
1553,Database query execution failed,Database Issue,High,11.41,Application Team,Closed,2026-04-26,database query execution failed
1554,Dashboard not loading correctly,Application Bug,High,1.44,Security Team,Resolved,2025-10-27,dashboard loading correctly
1555,Database query execution failed,Database Issue,Medium,5.56,Cloud Team,Resolved,2026-05-13,database query execution failed
1556,VPN disconnecting repeatedly,VPN Access,High,1.84,Cloud Team,Resolved,2025-06-28,vpn disconnecting repeatedly
1557,VPN disconnecting repeatedly,VPN Access,Low,9.95,Application Team,Closed,2026-01-05,vpn disconnecting repeatedly
1558,Form submission failed,Application Bug,Medium,7.09,Network Team,In Progress,2026-03-06,form submission failed
1559,Unable to access internal network,Network Issue,Low,5.66,Database Team,In Progress,2026-01-27,unable access internal network
1560,Database query execution failed,Database Issue,Critical,2.09,Database Team,Open,2026-02-01,database query execution failed
1561,Forgot system password,Password Reset,High,6.95,IT Support,Open,2026-04-15,forgot system password
1562,Dashboard not loading correctly,Application Bug,Critical,11.44,Application Team,Closed,2026-06-01,dashboard loading correctly
1563,Unable to access internal network,Network Issue,Low,4.83,Application Team,In Progress,2026-05-20,unable access internal network
1564,Laptop not turning on,Hardware Issue,Critical,1.26,Cloud Team,In Progress,2026-02-07,laptop turning
1565,VPN connection failed remotely,VPN Access,High,9.54,Security Team,In Progress,2025-12-14,vpn connection failed remotely
1566,Internet speed extremely slow,Network Issue,Medium,1.35,Cloud Team,In Progress,2025-11-19,internet speed extremely slow
1567,Laptop not turning on,Hardware Issue,Low,5.89,Network Team,Resolved,2025-07-02,laptop turning
1568,Outlook not syncing emails,Email Issue,Critical,6.18,IT Support,Resolved,2026-03-20,outlook syncing emails
1569,Application crashing frequently,Software Issue,High,1.73,IT Support,In Progress,2026-01-20,application crashing frequently
1570,Outlook not syncing emails,Email Issue,Low,11.35,Database Team,Resolved,2026-01-17,outlook syncing emails
1571,Malware alert triggered,Security Incident,Low,7.14,IT Support,Closed,2026-01-13,malware alert triggered
1572,Internet speed extremely slow,Network Issue,High,5.67,Cloud Team,Resolved,2026-02-16,internet speed extremely slow
1573,Monitor display flickering,Hardware Issue,Critical,9.5,Network Team,Closed,2025-08-11,monitor display flickering
1574,Laptop not turning on,Hardware Issue,High,1.52,IT Support,Closed,2026-02-19,laptop turning
1575,Application crashing frequently,Software Issue,Critical,2.31,IT Support,In Progress,2026-06-10,application crashing frequently
1576,Unable to connect to company VPN,VPN Access,Low,5.47,Network Team,In Progress,2025-11-17,unable connect company vpn
1577,Internet speed extremely slow,Network Issue,High,6.11,Database Team,Closed,2026-06-07,internet speed extremely slow
1578,Password reset link not working,Password Reset,Critical,7.3,Security Team,In Progress,2026-06-01,password reset link working
1579,Unable to install software update,Software Issue,Medium,6.28,Network Team,Closed,2026-01-16,unable install software update
1580,VPN disconnecting repeatedly,VPN Access,Low,6.75,Security Team,Resolved,2026-03-25,vpn disconnecting repeatedly
1581,Password reset link not working,Password Reset,Medium,6.07,Network Team,Resolved,2025-10-11,password reset link working
1582,Unable to send company email,Email Issue,High,10.3,IT Support,In Progress,2025-12-01,unable send company email
1583,Monitor display flickering,Hardware Issue,High,6.36,Network Team,Resolved,2025-09-07,monitor display flickering
1584,Outlook not syncing emails,Email Issue,Medium,3.15,Database Team,Open,2026-04-06,outlook syncing emails
1585,WiFi disconnecting frequently,Network Issue,Low,6.9,Application Team,In Progress,2026-04-27,wifi disconnecting frequently
1586,VPN disconnecting repeatedly,VPN Access,Medium,3.54,Application Team,Closed,2025-11-14,vpn disconnecting repeatedly
1587,Malware alert triggered,Security Incident,Medium,8.42,Database Team,In Progress,2025-08-15,malware alert triggered
1588,Unable to install software update,Software Issue,Low,10.82,Application Team,Resolved,2025-10-12,unable install software update
1589,Unable to login after password reset,Password Reset,Critical,4.01,Network Team,In Progress,2026-05-20,unable login password reset
1590,Suspicious login detected,Security Incident,Critical,5.11,IT Support,In Progress,2026-02-07,suspicious login detected
1591,Password reset link not working,Password Reset,Medium,2.7,IT Support,Open,2026-01-08,password reset link working
1592,Unable to send company email,Email Issue,Critical,4.12,Network Team,Closed,2025-09-05,unable send company email
1593,AWS server instance down,Cloud Issue,Low,2.86,Application Team,Closed,2026-05-11,aws server instance
1594,Unable to connect to company VPN,VPN Access,High,4.01,IT Support,In Progress,2026-02-05,unable connect company vpn
1595,Unable to access internal network,Network Issue,Medium,6.73,Cloud Team,Resolved,2025-11-24,unable access internal network
1596,Laptop not turning on,Hardware Issue,Critical,10.3,Network Team,Open,2026-01-19,laptop turning
1597,API returning unexpected error,Application Bug,Low,5.25,IT Support,Resolved,2025-07-07,api returning unexpected error
1598,SQL server connection timeout,Database Issue,Critical,5.59,Database Team,In Progress,2025-10-08,sql server connection timeout
1599,VPN disconnecting repeatedly,VPN Access,Low,7.67,Database Team,Resolved,2025-08-14,vpn disconnecting repeatedly
1600,Application crashing frequently,Software Issue,High,4.42,Database Team,Closed,2025-08-22,application crashing frequently
1601,WiFi disconnecting frequently,Network Issue,Low,8.91,Cloud Team,In Progress,2026-02-05,wifi disconnecting frequently
1602,Azure VM not responding,Cloud Issue,Low,1.84,Network Team,Open,2025-09-21,azure vm responding
1603,Unauthorized access attempt,Security Incident,Critical,3.07,Network Team,Resolved,2026-05-26,unauthorized access attempt
1604,VPN disconnecting repeatedly,VPN Access,Medium,9.58,Network Team,Open,2025-11-07,vpn disconnecting repeatedly
1605,Unable to install software update,Software Issue,Critical,1.71,IT Support,Resolved,2026-05-06,unable install software update
1606,Unable to install software update,Software Issue,Low,9.88,Network Team,Open,2026-06-05,unable install software update
1607,VPN connection failed remotely,VPN Access,Medium,10.99,Database Team,In Progress,2025-09-13,vpn connection failed remotely
1608,Forgot system password,Password Reset,High,6.67,IT Support,Resolved,2026-04-13,forgot system password
1609,Unable to connect to company VPN,VPN Access,Critical,6.37,IT Support,In Progress,2026-04-28,unable connect company vpn
1610,Azure VM not responding,Cloud Issue,High,7.71,Network Team,Closed,2025-06-30,azure vm responding
1611,Unauthorized access attempt,Security Incident,Critical,3.26,IT Support,In Progress,2026-03-22,unauthorized access attempt
1612,Form submission failed,Application Bug,High,8.46,Database Team,Resolved,2025-06-27,form submission failed
1613,Cloud storage access denied,Cloud Issue,High,4.2,Security Team,Closed,2025-09-05,cloud storage access denied
1614,Unable to login after password reset,Password Reset,Low,4.19,Cloud Team,Closed,2025-07-23,unable login password reset
1615,Unable to install software update,Software Issue,Medium,8.47,Security Team,Closed,2026-06-11,unable install software update
1616,Unable to send company email,Email Issue,Critical,4.09,IT Support,Closed,2026-04-07,unable send company email
1617,Suspicious login detected,Security Incident,Critical,4.36,Network Team,Closed,2026-03-10,suspicious login detected
1618,Database query execution failed,Database Issue,Medium,6.2,IT Support,Closed,2026-02-01,database query execution failed
1619,Email attachments not opening,Email Issue,Medium,10.25,Cloud Team,In Progress,2026-06-10,email attachments opening
1620,Software license expired,Software Issue,Low,9.44,Database Team,Resolved,2025-08-13,software license expired
1621,Unable to connect to database,Database Issue,High,5.99,Security Team,Closed,2025-12-29,unable connect database
1622,Unable to login after password reset,Password Reset,High,11.55,Network Team,Resolved,2025-11-29,unable login password reset
1623,VPN disconnecting repeatedly,VPN Access,High,10.11,Network Team,Open,2025-07-30,vpn disconnecting repeatedly
1624,Cloud storage access denied,Cloud Issue,High,11.67,Security Team,In Progress,2026-03-07,cloud storage access denied
1625,API returning unexpected error,Application Bug,Medium,7.43,Network Team,Open,2025-11-15,api returning unexpected error
1626,API returning unexpected error,Application Bug,Critical,6.51,Database Team,In Progress,2025-07-23,api returning unexpected error
1627,Keyboard not working properly,Hardware Issue,High,2.43,Application Team,Closed,2025-10-01,keyboard working properly
1628,Password reset link not working,Password Reset,Critical,6.03,Security Team,Closed,2025-07-03,password reset link working
1629,Malware alert triggered,Security Incident,High,3.94,Database Team,In Progress,2025-09-19,malware alert triggered
1630,Application crashing frequently,Software Issue,Medium,5.63,Database Team,Open,2026-06-07,application crashing frequently
1631,Monitor display flickering,Hardware Issue,Low,5.41,Database Team,Closed,2026-02-11,monitor display flickering
1632,WiFi disconnecting frequently,Network Issue,Critical,3.14,Database Team,In Progress,2025-08-21,wifi disconnecting frequently
1633,VPN connection failed remotely,VPN Access,High,5.69,Network Team,Closed,2025-10-12,vpn connection failed remotely
1634,Unable to connect to company VPN,VPN Access,Medium,5.78,Network Team,Resolved,2026-02-09,unable connect company vpn
1635,Azure VM not responding,Cloud Issue,High,5.81,Network Team,In Progress,2025-11-12,azure vm responding
1636,Cloud storage access denied,Cloud Issue,Low,11.57,Database Team,Resolved,2026-04-28,cloud storage access denied
1637,Forgot system password,Password Reset,Medium,5.04,Database Team,Closed,2026-02-12,forgot system password
1638,Monitor display flickering,Hardware Issue,Critical,1.65,Cloud Team,Resolved,2026-06-06,monitor display flickering
1639,Form submission failed,Application Bug,High,7.11,Application Team,Resolved,2026-02-14,form submission failed
1640,Monitor display flickering,Hardware Issue,Medium,6.07,Cloud Team,Closed,2025-07-01,monitor display flickering
1641,Unable to send company email,Email Issue,Critical,6.55,Security Team,Resolved,2026-02-25,unable send company email
1642,Monitor display flickering,Hardware Issue,Critical,1.57,Application Team,Open,2026-01-22,monitor display flickering
1643,AWS server instance down,Cloud Issue,High,7.87,Application Team,Closed,2026-03-13,aws server instance
1644,Unable to connect to database,Database Issue,High,9.27,Cloud Team,Closed,2025-07-18,unable connect database
1645,Keyboard not working properly,Hardware Issue,Medium,11.88,Application Team,Open,2025-10-07,keyboard working properly
1646,Form submission failed,Application Bug,Low,3.8,Security Team,Resolved,2025-07-26,form submission failed
1647,API returning unexpected error,Application Bug,Medium,2.33,Security Team,Resolved,2026-06-10,api returning unexpected error
1648,Azure VM not responding,Cloud Issue,Medium,10.39,Application Team,In Progress,2026-04-10,azure vm responding
1649,Suspicious login detected,Security Incident,Critical,9.33,Application Team,In Progress,2025-11-09,suspicious login detected
1650,Unable to connect to database,Database Issue,Low,1.06,Database Team,Resolved,2025-10-27,unable connect database
1651,Laptop not turning on,Hardware Issue,Low,7.1,Application Team,In Progress,2025-08-08,laptop turning
1652,Software license expired,Software Issue,High,8.96,Application Team,In Progress,2026-05-08,software license expired
1653,Software license expired,Software Issue,Critical,1.43,Cloud Team,Open,2025-11-27,software license expired
1654,Malware alert triggered,Security Incident,High,1.55,Database Team,Resolved,2025-08-05,malware alert triggered
1655,Unable to install software update,Software Issue,Low,11.42,Network Team,Resolved,2026-05-02,unable install software update
1656,Suspicious login detected,Security Incident,Medium,10.72,Security Team,Resolved,2025-09-01,suspicious login detected
1657,Unable to install software update,Software Issue,Medium,3.57,Application Team,Open,2026-01-11,unable install software update
1658,Email attachments not opening,Email Issue,High,7.48,IT Support,Closed,2025-09-19,email attachments opening
1659,Software license expired,Software Issue,Medium,2.9,Application Team,Open,2026-03-30,software license expired
1660,Cloud storage access denied,Cloud Issue,Low,8.35,IT Support,In Progress,2026-06-10,cloud storage access denied
1661,Unable to access internal network,Network Issue,High,11.17,IT Support,Closed,2026-03-09,unable access internal network
1662,Keyboard not working properly,Hardware Issue,Critical,11.38,IT Support,Closed,2026-03-16,keyboard working properly
1663,Software license expired,Software Issue,Low,4.06,Network Team,Resolved,2025-10-28,software license expired
1664,Forgot system password,Password Reset,Low,7.48,Network Team,Closed,2025-09-03,forgot system password
1665,Monitor display flickering,Hardware Issue,Critical,8.07,Security Team,In Progress,2025-07-17,monitor display flickering
1666,Unable to install software update,Software Issue,Medium,10.04,Security Team,In Progress,2025-07-19,unable install software update
1667,API returning unexpected error,Application Bug,Low,10.88,Database Team,In Progress,2026-03-13,api returning unexpected error
1668,Keyboard not working properly,Hardware Issue,Low,1.6,Database Team,In Progress,2025-07-15,keyboard working properly
1669,Software license expired,Software Issue,Low,9.9,Application Team,Closed,2026-01-30,software license expired
1670,VPN connection failed remotely,VPN Access,Low,2.58,Application Team,In Progress,2025-12-13,vpn connection failed remotely
1671,VPN connection failed remotely,VPN Access,Low,11.18,Database Team,Closed,2026-02-22,vpn connection failed remotely
1672,Azure VM not responding,Cloud Issue,Medium,8.6,Security Team,Open,2025-07-04,azure vm responding
1673,Forgot system password,Password Reset,High,6.85,Database Team,In Progress,2026-05-01,forgot system password
1674,Unable to access internal network,Network Issue,Low,8.82,Database Team,Resolved,2025-12-16,unable access internal network
1675,API returning unexpected error,Application Bug,High,3.42,Application Team,Closed,2026-03-08,api returning unexpected error
1676,Unable to connect to database,Database Issue,Critical,3.64,Application Team,Closed,2025-09-23,unable connect database
1677,Unable to access internal network,Network Issue,Critical,6.32,Security Team,In Progress,2026-01-19,unable access internal network
1678,Malware alert triggered,Security Incident,Critical,6.69,Security Team,In Progress,2025-10-26,malware alert triggered
1679,API returning unexpected error,Application Bug,High,6.18,Database Team,In Progress,2026-05-13,api returning unexpected error
1680,Laptop not turning on,Hardware Issue,Medium,4.13,Database Team,In Progress,2025-11-02,laptop turning
1681,Laptop not turning on,Hardware Issue,High,4.36,Cloud Team,In Progress,2025-07-27,laptop turning
1682,API returning unexpected error,Application Bug,Medium,10.86,IT Support,Open,2026-05-07,api returning unexpected error
1683,AWS server instance down,Cloud Issue,Medium,10.2,Database Team,Open,2025-11-02,aws server instance
1684,API returning unexpected error,Application Bug,High,11.76,Network Team,Resolved,2026-02-24,api returning unexpected error
1685,Form submission failed,Application Bug,High,7.65,Database Team,In Progress,2025-07-01,form submission failed
1686,Malware alert triggered,Security Incident,Low,3.76,Security Team,Resolved,2025-12-28,malware alert triggered
1687,Unable to connect to company VPN,VPN Access,Medium,1.23,Network Team,Resolved,2025-08-14,unable connect company vpn
1688,Unable to connect to company VPN,VPN Access,Low,5.27,Application Team,In Progress,2025-10-11,unable connect company vpn
1689,Keyboard not working properly,Hardware Issue,Medium,1.84,Application Team,Closed,2026-01-24,keyboard working properly
1690,Suspicious login detected,Security Incident,Low,2.27,Security Team,Closed,2025-09-24,suspicious login detected
1691,API returning unexpected error,Application Bug,High,11.46,IT Support,Open,2025-07-06,api returning unexpected error
1692,Unauthorized access attempt,Security Incident,High,2.47,Security Team,Closed,2026-01-20,unauthorized access attempt
1693,VPN connection failed remotely,VPN Access,Critical,6.37,Application Team,Resolved,2025-10-11,vpn connection failed remotely
1694,Suspicious login detected,Security Incident,High,4.38,Network Team,In Progress,2025-08-19,suspicious login detected
1695,Software license expired,Software Issue,Low,7.38,Cloud Team,Resolved,2025-08-17,software license expired
1696,Forgot system password,Password Reset,Low,10.46,Application Team,In Progress,2026-05-29,forgot system password
1697,Unable to login after password reset,Password Reset,Medium,2.3,Security Team,Closed,2026-05-27,unable login password reset
1698,Password reset link not working,Password Reset,Low,8.16,Application Team,Open,2026-01-30,password reset link working
1699,Application crashing frequently,Software Issue,High,4.43,Security Team,Resolved,2025-12-03,application crashing frequently
1700,Laptop not turning on,Hardware Issue,Critical,5.55,Database Team,Closed,2025-06-26,laptop turning
1701,Unable to connect to database,Database Issue,High,3.73,IT Support,In Progress,2026-05-21,unable connect database
1702,API returning unexpected error,Application Bug,Low,2.96,IT Support,Open,2026-06-09,api returning unexpected error
1703,AWS server instance down,Cloud Issue,High,10.42,IT Support,Resolved,2025-12-10,aws server instance
1704,Unable to send company email,Email Issue,Medium,10.14,IT Support,Resolved,2026-01-27,unable send company email
1705,Unable to send company email,Email Issue,Critical,6.15,Cloud Team,Open,2026-04-04,unable send company email
1706,Forgot system password,Password Reset,Critical,6.69,Network Team,Open,2025-07-27,forgot system password
1707,Unable to login after password reset,Password Reset,Low,9.1,Security Team,In Progress,2026-03-25,unable login password reset
1708,Dashboard not loading correctly,Application Bug,Low,6.32,Database Team,In Progress,2025-06-26,dashboard loading correctly
1709,Software license expired,Software Issue,High,6.79,Database Team,In Progress,2025-08-30,software license expired
1710,Outlook not syncing emails,Email Issue,Critical,10.36,Database Team,In Progress,2025-08-27,outlook syncing emails
1711,Unable to install software update,Software Issue,Low,7.96,IT Support,Resolved,2026-05-19,unable install software update
1712,Unable to connect to database,Database Issue,High,9.19,Security Team,Closed,2026-06-03,unable connect database
1713,Unable to access internal network,Network Issue,High,2.7,Network Team,Resolved,2026-06-07,unable access internal network
1714,Unauthorized access attempt,Security Incident,Low,8.2,Security Team,Closed,2026-06-08,unauthorized access attempt
1715,Azure VM not responding,Cloud Issue,High,11.34,Network Team,In Progress,2026-04-16,azure vm responding
1716,Software license expired,Software Issue,Medium,9.57,Cloud Team,Open,2026-03-09,software license expired
1717,Suspicious login detected,Security Incident,High,9.77,Network Team,Open,2025-06-19,suspicious login detected
1718,Unable to send company email,Email Issue,Critical,4.37,Application Team,Resolved,2025-10-25,unable send company email
1719,Outlook not syncing emails,Email Issue,High,4.49,Network Team,Resolved,2025-07-08,outlook syncing emails
1720,Azure VM not responding,Cloud Issue,Medium,8.25,Application Team,In Progress,2026-03-10,azure vm responding
1721,SQL server connection timeout,Database Issue,Medium,6.83,Network Team,Closed,2025-10-17,sql server connection timeout
1722,VPN connection failed remotely,VPN Access,Low,8.91,IT Support,Closed,2026-01-11,vpn connection failed remotely
1723,Internet speed extremely slow,Network Issue,High,10.66,Cloud Team,Resolved,2026-03-24,internet speed extremely slow
1724,Forgot system password,Password Reset,Critical,7.7,Application Team,Open,2025-12-08,forgot system password
1725,Monitor display flickering,Hardware Issue,High,1.21,Security Team,Open,2026-06-01,monitor display flickering
1726,VPN disconnecting repeatedly,VPN Access,Medium,5.4,Application Team,Closed,2025-07-20,vpn disconnecting repeatedly
1727,Laptop not turning on,Hardware Issue,Low,2.32,IT Support,Closed,2025-08-25,laptop turning
1728,API returning unexpected error,Application Bug,High,7.63,IT Support,Closed,2026-02-24,api returning unexpected error
1729,Email attachments not opening,Email Issue,Low,4.35,Security Team,Open,2025-08-16,email attachments opening
1730,Unable to install software update,Software Issue,Critical,2.07,IT Support,Open,2026-03-30,unable install software update
1731,VPN connection failed remotely,VPN Access,Critical,3.79,Security Team,Closed,2026-06-08,vpn connection failed remotely
1732,Malware alert triggered,Security Incident,Low,8.16,IT Support,Resolved,2025-09-30,malware alert triggered
1733,Software license expired,Software Issue,Low,3.85,Cloud Team,Open,2025-09-16,software license expired
1734,AWS server instance down,Cloud Issue,Medium,6.29,Application Team,Resolved,2026-04-03,aws server instance
1735,Suspicious login detected,Security Incident,Medium,10.15,Cloud Team,Closed,2025-12-01,suspicious login detected
1736,Unable to access internal network,Network Issue,Medium,6.24,Security Team,Open,2025-08-28,unable access internal network
1737,Unable to send company email,Email Issue,Critical,6.23,Security Team,In Progress,2025-12-02,unable send company email
1738,Unable to connect to company VPN,VPN Access,Low,10.59,Security Team,Closed,2026-04-04,unable connect company vpn
1739,Form submission failed,Application Bug,Low,1.94,Security Team,Closed,2026-01-15,form submission failed
1740,Unable to login after password reset,Password Reset,Medium,1.01,Cloud Team,Resolved,2026-01-13,unable login password reset
1741,Dashboard not loading correctly,Application Bug,Medium,3.19,Security Team,In Progress,2026-04-11,dashboard loading correctly
1742,Unable to install software update,Software Issue,Medium,7.28,Network Team,In Progress,2025-06-22,unable install software update
1743,Software license expired,Software Issue,Low,7.89,Cloud Team,Closed,2025-09-29,software license expired
1744,VPN connection failed remotely,VPN Access,Medium,5.21,Security Team,In Progress,2025-07-14,vpn connection failed remotely
1745,Cloud storage access denied,Cloud Issue,Low,7.55,Cloud Team,In Progress,2026-05-14,cloud storage access denied
1746,Application crashing frequently,Software Issue,Critical,5.75,Application Team,In Progress,2026-03-18,application crashing frequently
1747,Unable to install software update,Software Issue,Critical,1.44,Application Team,In Progress,2025-08-24,unable install software update
1748,Unable to access internal network,Network Issue,Low,2.67,Network Team,Resolved,2025-12-08,unable access internal network
1749,Internet speed extremely slow,Network Issue,Low,3.81,Network Team,In Progress,2026-03-06,internet speed extremely slow
1750,Email attachments not opening,Email Issue,Critical,9.77,IT Support,Resolved,2025-10-22,email attachments opening
1751,VPN disconnecting repeatedly,VPN Access,High,1.72,Security Team,Resolved,2026-02-10,vpn disconnecting repeatedly
1752,Monitor display flickering,Hardware Issue,Low,2.23,Security Team,Open,2025-12-15,monitor display flickering
1753,Internet speed extremely slow,Network Issue,High,11.52,Database Team,In Progress,2026-02-25,internet speed extremely slow
1754,VPN connection failed remotely,VPN Access,Low,6.9,Network Team,Resolved,2025-12-04,vpn connection failed remotely
1755,Unable to login after password reset,Password Reset,Critical,5.93,Database Team,Closed,2026-02-20,unable login password reset
1756,SQL server connection timeout,Database Issue,Low,4.93,Cloud Team,In Progress,2026-04-11,sql server connection timeout
1757,API returning unexpected error,Application Bug,High,8.43,Network Team,Closed,2026-05-15,api returning unexpected error
1758,Unable to login after password reset,Password Reset,High,7.7,Security Team,In Progress,2026-04-29,unable login password reset
1759,Unable to send company email,Email Issue,Medium,10.73,Security Team,Resolved,2025-08-16,unable send company email
1760,Keyboard not working properly,Hardware Issue,High,9.12,Application Team,Open,2025-09-11,keyboard working properly
1761,Unable to install software update,Software Issue,Critical,3.36,IT Support,In Progress,2025-12-08,unable install software update
1762,Malware alert triggered,Security Incident,High,10.93,IT Support,Resolved,2025-12-03,malware alert triggered
1763,Cloud storage access denied,Cloud Issue,Low,9.12,Security Team,Resolved,2025-09-26,cloud storage access denied
1764,Unable to login after password reset,Password Reset,Critical,11.1,Cloud Team,Resolved,2025-10-29,unable login password reset
1765,Unable to access internal network,Network Issue,Low,2.02,Database Team,In Progress,2025-12-11,unable access internal network
1766,Outlook not syncing emails,Email Issue,High,9.99,Network Team,Closed,2026-01-25,outlook syncing emails
1767,Password reset link not working,Password Reset,Medium,3.63,Database Team,Closed,2026-03-28,password reset link working
1768,Unable to install software update,Software Issue,Low,11.13,Security Team,Closed,2026-05-19,unable install software update
1769,Unable to login after password reset,Password Reset,Low,1.93,Database Team,Resolved,2026-03-14,unable login password reset
1770,Internet speed extremely slow,Network Issue,Critical,11.74,Application Team,Resolved,2025-08-31,internet speed extremely slow
1771,Internet speed extremely slow,Network Issue,High,10.34,Security Team,Closed,2025-07-30,internet speed extremely slow
1772,Unable to install software update,Software Issue,High,8.45,Application Team,Resolved,2025-06-27,unable install software update
1773,Forgot system password,Password Reset,Critical,9.7,IT Support,Resolved,2026-05-18,forgot system password
1774,AWS server instance down,Cloud Issue,Low,2.13,IT Support,Open,2025-08-28,aws server instance
1775,WiFi disconnecting frequently,Network Issue,Low,1.52,Security Team,In Progress,2025-12-03,wifi disconnecting frequently
1776,Monitor display flickering,Hardware Issue,Low,11.86,Database Team,Resolved,2026-05-20,monitor display flickering
1777,WiFi disconnecting frequently,Network Issue,Critical,2.18,Network Team,Open,2025-08-31,wifi disconnecting frequently
1778,SQL server connection timeout,Database Issue,Critical,4.02,Cloud Team,Closed,2026-04-22,sql server connection timeout
1779,WiFi disconnecting frequently,Network Issue,High,5.01,Security Team,Resolved,2026-06-05,wifi disconnecting frequently
1780,Unable to install software update,Software Issue,Medium,9.56,IT Support,In Progress,2026-04-26,unable install software update
1781,Unable to access internal network,Network Issue,High,10.73,IT Support,In Progress,2025-09-24,unable access internal network
1782,Unable to access internal network,Network Issue,Low,8.14,Network Team,Closed,2025-07-17,unable access internal network
1783,Forgot system password,Password Reset,Medium,6.03,Database Team,Closed,2026-03-08,forgot system password
1784,Forgot system password,Password Reset,Medium,7.72,Security Team,In Progress,2026-05-23,forgot system password
1785,Database query execution failed,Database Issue,Critical,5.31,Database Team,Closed,2025-11-18,database query execution failed
1786,Malware alert triggered,Security Incident,High,8.16,Security Team,Resolved,2026-02-21,malware alert triggered
1787,Application crashing frequently,Software Issue,Medium,4.81,Application Team,Closed,2025-07-04,application crashing frequently
1788,Application crashing frequently,Software Issue,Critical,2.88,Security Team,In Progress,2026-06-16,application crashing frequently
1789,Unable to send company email,Email Issue,High,5.53,IT Support,Open,2026-01-19,unable send company email
1790,Laptop not turning on,Hardware Issue,Low,9.1,Network Team,Open,2026-01-03,laptop turning
1791,API returning unexpected error,Application Bug,High,1.31,Cloud Team,Resolved,2026-03-07,api returning unexpected error
1792,Forgot system password,Password Reset,Critical,7.5,Database Team,Resolved,2025-06-25,forgot system password
1793,Laptop not turning on,Hardware Issue,Low,6.2,Database Team,Open,2025-07-29,laptop turning
1794,Unable to access internal network,Network Issue,Critical,5.71,Cloud Team,Closed,2025-06-20,unable access internal network
1795,Dashboard not loading correctly,Application Bug,Low,3.7,Database Team,Resolved,2025-09-05,dashboard loading correctly
1796,Malware alert triggered,Security Incident,Low,6.48,Database Team,Resolved,2026-02-25,malware alert triggered
1797,Azure VM not responding,Cloud Issue,High,11.71,Network Team,In Progress,2025-12-14,azure vm responding
1798,SQL server connection timeout,Database Issue,Low,1.25,Security Team,Resolved,2025-12-13,sql server connection timeout
1799,VPN disconnecting repeatedly,VPN Access,Low,8.26,Cloud Team,Closed,2025-11-06,vpn disconnecting repeatedly
1800,Unable to send company email,Email Issue,Medium,4.69,Security Team,Resolved,2026-02-13,unable send company email
1801,Application crashing frequently,Software Issue,High,8.11,IT Support,Closed,2026-04-15,application crashing frequently
1802,Dashboard not loading correctly,Application Bug,Critical,2.15,Security Team,Resolved,2026-03-26,dashboard loading correctly
1803,WiFi disconnecting frequently,Network Issue,High,6.2,Security Team,Resolved,2025-08-05,wifi disconnecting frequently
1804,Monitor display flickering,Hardware Issue,Medium,11.1,Database Team,In Progress,2026-05-03,monitor display flickering
1805,Unable to login after password reset,Password Reset,Medium,9.72,Cloud Team,In Progress,2026-04-29,unable login password reset
1806,Unable to install software update,Software Issue,High,8.88,Application Team,Closed,2026-03-07,unable install software update
1807,Email attachments not opening,Email Issue,Medium,11.41,Database Team,Closed,2025-09-02,email attachments opening
1808,Cloud storage access denied,Cloud Issue,Medium,8.8,Cloud Team,Closed,2025-12-26,cloud storage access denied
1809,Form submission failed,Application Bug,Critical,1.88,IT Support,Open,2025-10-23,form submission failed
1810,WiFi disconnecting frequently,Network Issue,Medium,5.21,Cloud Team,Resolved,2026-01-05,wifi disconnecting frequently
1811,Database query execution failed,Database Issue,Low,6.93,Cloud Team,Open,2025-10-15,database query execution failed
1812,Dashboard not loading correctly,Application Bug,Critical,2.09,Network Team,Closed,2025-07-13,dashboard loading correctly
1813,Internet speed extremely slow,Network Issue,Low,9.48,Cloud Team,Closed,2025-09-27,internet speed extremely slow
1814,Email attachments not opening,Email Issue,Medium,8.95,IT Support,Closed,2026-04-27,email attachments opening
1815,Dashboard not loading correctly,Application Bug,Medium,7.94,IT Support,Open,2025-11-27,dashboard loading correctly
1816,Password reset link not working,Password Reset,Medium,1.84,Network Team,In Progress,2025-09-12,password reset link working
1817,Suspicious login detected,Security Incident,High,4.62,Network Team,Open,2026-01-03,suspicious login detected
