ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
2399,Unable to login after password reset,Password Reset,Medium,5.76,Cloud Team,Resolved,2026-02-22
2400,VPN disconnecting repeatedly,VPN Access,Critical,9.0,Network Team,In Progress,2026-04-27
2401,Suspicious login detected,Security Incident,Low,3.24,Cloud Team,Resolved,2025-10-30
2402,SQL server connection timeout,Database Issue,High,1.65,Network Team,Open,2025-07-09
2403,Password reset link not working,Password Reset,Medium,10.0,Network Team,Closed,2026-05-01
2404,VPN connection failed remotely,VPN Access,Low,3.23,Application Team,Resolved,2025-12-27
2405,Keyboard not working properly,Hardware Issue,High,1.83,Database Team,Open,2026-06-04
2406,Form submission failed,Application Bug,High,7.63,Network Team,Closed,2026-05-19
2407,VPN disconnecting repeatedly,VPN Access,Low,10.91,Database Team,Open,2026-02-19
2408,Suspicious login detected,Security Incident,Low,5.62,Cloud Team,Open,2026-03-06
2409,Outlook not syncing emails,Email Issue,Critical,7.97,Network Team,In Progress,2025-11-26
2410,Password reset link not working,Password Reset,Low,3.53,Application Team,Open,2025-07-11
2411,WiFi disconnecting frequently,Network Issue,Medium,10.37,IT Support,Open,2026-04-13
2412,Forgot system password,Password Reset,Critical,7.06,Application Team,In Progress,2026-04-04
2413,API returning unexpected error,Application Bug,Medium,2.49,Cloud Team,Open,2026-04-29
2414,WiFi disconnecting frequently,Network Issue,Medium,8.27,Network Team,Closed,2025-09-07
2415,Unable to connect to company VPN,VPN Access,Critical,2.27,Security Team,Open,2025-08-11
2416,VPN connection failed remotely,VPN Access,Critical,4.15,Application Team,In Progress,2026-03-20
2417,WiFi disconnecting frequently,Network Issue,Medium,8.28,Network Team,In Progress,2025-09-17
2418,Email attachments not opening,Email Issue,High,1.03,Cloud Team,In Progress,2025-07-23
2419,VPN connection failed remotely,VPN Access,Critical,8.32,Security Team,Resolved,2026-02-20
2420,Keyboard not working properly,Hardware Issue,Medium,10.72,Security Team,Closed,2026-01-27
2421,Dashboard not loading correctly,Application Bug,High,6.12,Application Team,In Progress,2026-04-02
2422,Internet speed extremely slow,Network Issue,Critical,9.07,Network Team,In Progress,2026-06-05
2423,Internet speed extremely slow,Network Issue,Medium,3.09,Network Team,Resolved,2025-09-23
2424,Database query execution failed,Database Issue,Critical,6.42,Cloud Team,Open,2025-09-30
2425,Forgot system password,Password Reset,Low,11.49,Cloud Team,Closed,2026-03-20
2426,Laptop not turning on,Hardware Issue,High,9.75,Application Team,Resolved,2026-02-14
2427,Outlook not syncing emails,Email Issue,Low,9.98,IT Support,Resolved,2025-11-30
2428,Dashboard not loading correctly,Application Bug,Medium,9.0,IT Support,In Progress,2026-03-29
2429,VPN connection failed remotely,VPN Access,High,2.39,Database Team,In Progress,2025-09-09
2430,Form submission failed,Application Bug,Critical,9.85,Network Team,Open,2025-08-06
2431,AWS server instance down,Cloud Issue,Critical,2.69,Cloud Team,Open,2026-01-31
2432,Form submission failed,Application Bug,Low,2.59,IT Support,Closed,2026-06-04
2433,WiFi disconnecting frequently,Network Issue,Medium,3.2,Database Team,In Progress,2025-07-09
2434,WiFi disconnecting frequently,Network Issue,High,7.42,Network Team,Open,2026-03-26
2435,Software license expired,Software Issue,Critical,6.86,Application Team,Closed,2026-05-14
2436,Database query execution failed,Database Issue,Medium,5.96,Application Team,Open,2025-06-20
2437,Dashboard not loading correctly,Application Bug,Medium,2.57,Security Team,In Progress,2026-02-09
2438,API returning unexpected error,Application Bug,Medium,2.45,Database Team,Open,2025-11-20
2439,Unable to login after password reset,Password Reset,Low,8.64,Database Team,Closed,2026-02-20
2440,Unable to access internal network,Network Issue,Critical,6.8,Application Team,Closed,2025-07-11
2441,Outlook not syncing emails,Email Issue,High,4.21,Network Team,Open,2025-07-26
2442,Unable to login after password reset,Password Reset,Low,8.97,Network Team,Open,2025-07-03
2443,SQL server connection timeout,Database Issue,Low,7.24,Security Team,Closed,2026-03-16
2444,Unauthorized access attempt,Security Incident,High,10.17,Application Team,In Progress,2025-12-16
2445,Internet speed extremely slow,Network Issue,Critical,11.23,Database Team,In Progress,2025-10-15
2446,Malware alert triggered,Security Incident,High,8.86,IT Support,In Progress,2026-03-22
2447,Cloud storage access denied,Cloud Issue,High,8.52,IT Support,Open,2026-01-04
2448,Email attachments not opening,Email Issue,Medium,3.07,Network Team,Closed,2025-11-23
2449,Unable to access internal network,Network Issue,Medium,7.45,Cloud Team,Closed,2026-03-18
2450,Keyboard not working properly,Hardware Issue,Medium,6.57,Security Team,Resolved,2025-09-17
2451,VPN connection failed remotely,VPN Access,Medium,1.5,Security Team,In Progress,2026-01-26
2452,Laptop not turning on,Hardware Issue,Low,3.84,Security Team,Resolved,2026-06-07
2453,Suspicious login detected,Security Incident,Critical,6.33,Network Team,Resolved,2026-01-02
2454,VPN connection failed remotely,VPN Access,High,10.84,Security Team,Closed,2025-11-07
2455,Unauthorized access attempt,Security Incident,Low,11.62,Network Team,In Progress,2026-05-25
2456,Unable to login after password reset,Password Reset,Medium,5.31,IT Support,In Progress,2025-10-28
2457,Laptop not turning on,Hardware Issue,Medium,11.17,Database Team,In Progress,2025-07-28
2458,Database query execution failed,Database Issue,Low,8.97,Database Team,Closed,2026-06-15
2459,Unable to install software update,Software Issue,Medium,10.44,Application Team,Closed,2025-08-06
2460,Form submission failed,Application Bug,Critical,7.14,IT Support,Resolved,2025-09-04
2461,Unable to connect to database,Database Issue,High,4.14,Network Team,Resolved,2026-01-02
2462,Laptop not turning on,Hardware Issue,High,10.37,Database Team,Open,2025-12-28
2463,Email attachments not opening,Email Issue,Low,11.31,Application Team,Closed,2025-11-08
2464,API returning unexpected error,Application Bug,Critical,8.15,Application Team,Open,2025-10-01
2465,Unable to install software update,Software Issue,Low,11.51,Cloud Team,Closed,2026-02-28
2466,Software license expired,Software Issue,Medium,5.48,Application Team,In Progress,2026-03-22
2467,Unable to send company email,Email Issue,High,2.31,Cloud Team,In Progress,2025-11-11
2468,VPN disconnecting repeatedly,VPN Access,High,10.0,IT Support,Resolved,2025-12-30
2469,Cloud storage access denied,Cloud Issue,Medium,9.96,Security Team,Resolved,2026-04-27
2470,Unauthorized access attempt,Security Incident,High,11.66,Security Team,Resolved,2025-11-29
2471,Email attachments not opening,Email Issue,Low,2.81,Security Team,Open,2026-04-21
2472,Outlook not syncing emails,Email Issue,Medium,3.55,Database Team,Closed,2025-09-27
2473,Internet speed extremely slow,Network Issue,Medium,6.74,Cloud Team,Closed,2026-03-23
2474,Cloud storage access denied,Cloud Issue,Low,2.21,Database Team,Resolved,2026-05-03
2475,Form submission failed,Application Bug,High,8.4,Network Team,Open,2025-07-23
2476,VPN connection failed remotely,VPN Access,Medium,9.25,Cloud Team,Open,2026-01-27
2477,Laptop not turning on,Hardware Issue,Critical,7.46,Security Team,In Progress,2026-01-28
2478,Azure VM not responding,Cloud Issue,Critical,6.06,Database Team,In Progress,2025-11-02
2479,WiFi disconnecting frequently,Network Issue,Low,11.28,Database Team,Open,2025-12-26
2480,Unable to access internal network,Network Issue,Critical,10.93,Database Team,Resolved,2025-06-26
2481,Suspicious login detected,Security Incident,High,3.21,IT Support,Open,2025-06-25
2482,Monitor display flickering,Hardware Issue,High,2.3,Network Team,Open,2026-05-09
2483,Unauthorized access attempt,Security Incident,High,8.53,IT Support,Closed,2025-11-08
2484,Unable to access internal network,Network Issue,Critical,8.28,Database Team,Open,2025-11-20
2485,VPN disconnecting repeatedly,VPN Access,Low,5.43,Cloud Team,Closed,2026-05-04
2486,VPN disconnecting repeatedly,VPN Access,Medium,8.92,Database Team,Resolved,2025-07-16
2487,Monitor display flickering,Hardware Issue,Low,8.29,Database Team,In Progress,2025-09-25
2488,Database query execution failed,Database Issue,Critical,4.07,IT Support,In Progress,2025-09-15
2489,Keyboard not working properly,Hardware Issue,Critical,7.19,Database Team,Resolved,2026-04-08
2490,Unable to login after password reset,Password Reset,Medium,7.82,Database Team,In Progress,2025-09-05
2491,Azure VM not responding,Cloud Issue,Low,2.52,Application Team,Resolved,2026-05-29
2492,Azure VM not responding,Cloud Issue,Critical,8.21,Security Team,Resolved,2025-10-11
2493,Unable to access internal network,Network Issue,Medium,4.16,Network Team,Resolved,2026-02-05
2494,API returning unexpected error,Application Bug,Critical,2.86,Network Team,In Progress,2025-11-23
2495,Unable to access internal network,Network Issue,Low,7.94,Network Team,In Progress,2025-09-09
2496,VPN disconnecting repeatedly,VPN Access,Low,11.4,Cloud Team,Resolved,2025-12-02
2497,SQL server connection timeout,Database Issue,Low,7.12,Network Team,Resolved,2026-05-15
2498,Unable to connect to company VPN,VPN Access,High,2.1,Network Team,In Progress,2026-02-24
2499,Laptop not turning on,Hardware Issue,Medium,7.82,Application Team,Open,2026-05-16
2500,Laptop not turning on,Hardware Issue,Low,3.71,IT Support,In Progress,2025-09-03
2501,Cloud storage access denied,Cloud Issue,Medium,4.19,Network Team,Resolved,2026-05-07
2502,VPN disconnecting repeatedly,VPN Access,Critical,2.23,Cloud Team,Resolved,2025-09-08
2503,Internet speed extremely slow,Network Issue,Critical,6.08,IT Support,Open,2026-04-04
2504,Cloud storage access denied,Cloud Issue,High,10.05,Cloud Team,Resolved,2025-10-18
2505,Dashboard not loading correctly,Application Bug,Low,11.94,Cloud Team,Resolved,2025-11-08
2506,Malware alert triggered,Security Incident,Medium,8.81,IT Support,In Progress,2025-07-21
2507,Unable to connect to database,Database Issue,Low,10.06,Network Team,Resolved,2026-05-29
2508,Laptop not turning on,Hardware Issue,Medium,11.21,Database Team,Resolved,2025-08-13
2509,SQL server connection timeout,Database Issue,Medium,3.23,Security Team,Open,2026-06-05
2510,Unable to connect to database,Database Issue,Critical,11.92,Security Team,Resolved,2025-08-19
2511,Form submission failed,Application Bug,Critical,7.71,IT Support,Closed,2025-08-08
2512,Unauthorized access attempt,Security Incident,Medium,4.62,Database Team,Resolved,2025-11-27
2513,Internet speed extremely slow,Network Issue,High,5.48,Database Team,Open,2026-04-17
2514,Unable to access internal network,Network Issue,Medium,4.2,Database Team,In Progress,2026-05-10
2515,Cloud storage access denied,Cloud Issue,Critical,4.02,Database Team,Open,2026-03-05
2516,Keyboard not working properly,Hardware Issue,High,6.71,Security Team,Closed,2026-05-28
2517,Malware alert triggered,Security Incident,Critical,9.53,Network Team,Open,2025-12-09
2518,Unable to login after password reset,Password Reset,Low,10.18,Application Team,Resolved,2025-08-09
2519,VPN disconnecting repeatedly,VPN Access,High,2.16,Network Team,Closed,2025-10-03
2520,API returning unexpected error,Application Bug,Medium,8.04,Security Team,Open,2026-04-07
2521,Password reset link not working,Password Reset,Low,8.56,Network Team,In Progress,2025-08-31
2522,Unable to send company email,Email Issue,Medium,4.03,Database Team,Resolved,2025-10-18
2523,VPN disconnecting repeatedly,VPN Access,Medium,4.24,Database Team,Open,2025-11-26
2524,Monitor display flickering,Hardware Issue,Critical,8.8,Database Team,In Progress,2025-08-30
2525,API returning unexpected error,Application Bug,Medium,7.41,Application Team,Open,2025-09-08
2526,Laptop not turning on,Hardware Issue,High,5.64,Database Team,Closed,2025-11-21
2527,Password reset link not working,Password Reset,Low,7.67,Database Team,In Progress,2026-02-16
2528,Unable to login after password reset,Password Reset,Critical,9.2,Cloud Team,Open,2025-10-12
2529,VPN disconnecting repeatedly,VPN Access,Critical,7.46,Network Team,Open,2025-11-24
2530,Azure VM not responding,Cloud Issue,Low,6.23,Security Team,Open,2025-09-25
2531,Unable to connect to company VPN,VPN Access,Low,8.05,Application Team,Resolved,2025-12-17
2532,Database query execution failed,Database Issue,Medium,10.5,Application Team,In Progress,2025-08-05
2533,Monitor display flickering,Hardware Issue,High,9.7,Cloud Team,In Progress,2025-11-14
2534,VPN connection failed remotely,VPN Access,Critical,5.4,Security Team,In Progress,2025-09-24
2535,Unable to login after password reset,Password Reset,High,10.92,IT Support,In Progress,2025-12-29
2536,Unauthorized access attempt,Security Incident,Critical,4.46,Cloud Team,Open,2026-04-18
2537,Unable to login after password reset,Password Reset,Medium,2.53,Security Team,Open,2026-05-24
2538,Cloud storage access denied,Cloud Issue,Critical,8.92,Security Team,Resolved,2026-04-20
2539,Password reset link not working,Password Reset,Medium,9.93,Cloud Team,Open,2026-04-23
2540,Password reset link not working,Password Reset,Low,10.07,Cloud Team,Open,2025-11-24
2541,Database query execution failed,Database Issue,Critical,5.1,IT Support,Open,2026-02-08
2542,VPN disconnecting repeatedly,VPN Access,Low,10.38,Network Team,Closed,2026-04-10
2543,Password reset link not working,Password Reset,Critical,6.05,Security Team,In Progress,2025-08-12
2544,Application crashing frequently,Software Issue,Medium,8.17,Security Team,Resolved,2025-12-08
2545,Unauthorized access attempt,Security Incident,High,9.01,Cloud Team,Closed,2026-05-26
2546,Application crashing frequently,Software Issue,Medium,2.3,Application Team,Resolved,2025-10-20
2547,Form submission failed,Application Bug,Low,1.81,Network Team,Open,2026-02-17
2548,Keyboard not working properly,Hardware Issue,Critical,3.19,Application Team,Resolved,2026-03-13
2549,Database query execution failed,Database Issue,Low,4.05,Database Team,Open,2026-01-29
2550,Cloud storage access denied,Cloud Issue,Low,1.42,IT Support,Open,2026-05-25
2551,Suspicious login detected,Security Incident,Critical,6.99,Database Team,Resolved,2026-03-11
2552,Email attachments not opening,Email Issue,Medium,11.16,Application Team,Open,2026-06-03
2553,VPN connection failed remotely,VPN Access,Low,2.59,Security Team,Closed,2025-08-07
2554,Forgot system password,Password Reset,High,8.05,Database Team,Open,2026-03-24
2555,Email attachments not opening,Email Issue,Medium,3.54,Database Team,Open,2026-02-15
2556,Malware alert triggered,Security Incident,Medium,11.31,Cloud Team,Closed,2025-12-21
2557,Keyboard not working properly,Hardware Issue,Critical,8.19,Application Team,In Progress,2025-12-10
2558,Password reset link not working,Password Reset,Medium,1.67,Network Team,In Progress,2025-08-11
2559,Outlook not syncing emails,Email Issue,High,11.98,Application Team,Open,2026-01-16
2560,Form submission failed,Application Bug,Low,5.17,Security Team,In Progress,2025-10-06
2561,API returning unexpected error,Application Bug,High,8.7,Security Team,Closed,2026-02-10
2562,Dashboard not loading correctly,Application Bug,Low,2.15,Database Team,Resolved,2026-03-24
2563,Unable to install software update,Software Issue,Medium,8.74,IT Support,Closed,2025-07-28
2564,Laptop not turning on,Hardware Issue,Medium,7.02,Security Team,In Progress,2026-02-12
2565,API returning unexpected error,Application Bug,High,7.52,Application Team,In Progress,2025-09-24
2566,Outlook not syncing emails,Email Issue,High,10.23,Application Team,Resolved,2025-11-09
2567,Unable to login after password reset,Password Reset,Critical,11.56,Network Team,Open,2026-01-02
2568,Unable to send company email,Email Issue,Low,9.86,Network Team,Open,2026-05-14
2569,Forgot system password,Password Reset,High,5.26,Application Team,Resolved,2025-12-06
2570,Form submission failed,Application Bug,Low,3.14,Network Team,Open,2026-04-29
2571,Unable to send company email,Email Issue,Critical,4.36,Database Team,Open,2025-11-29
2572,Malware alert triggered,Security Incident,High,8.28,Security Team,In Progress,2025-12-17
2573,Monitor display flickering,Hardware Issue,Medium,4.22,Database Team,Open,2026-05-19
2574,Database query execution failed,Database Issue,High,8.97,Cloud Team,Closed,2026-03-25
2575,Software license expired,Software Issue,Critical,8.73,IT Support,Open,2026-05-28
2576,SQL server connection timeout,Database Issue,Critical,5.69,Network Team,In Progress,2026-06-18
2577,Software license expired,Software Issue,High,4.37,Cloud Team,Closed,2026-04-17
2578,Internet speed extremely slow,Network Issue,Critical,4.57,Security Team,In Progress,2025-12-08
2579,Unable to access internal network,Network Issue,High,10.61,Cloud Team,Closed,2025-12-21
2580,Unauthorized access attempt,Security Incident,Medium,1.11,Database Team,In Progress,2025-08-23
2581,Unable to install software update,Software Issue,Low,7.59,Cloud Team,Open,2026-02-19
2582,Unable to login after password reset,Password Reset,Medium,3.93,Security Team,Resolved,2025-12-06
2583,VPN connection failed remotely,VPN Access,High,2.39,Security Team,In Progress,2026-04-04
2584,Laptop not turning on,Hardware Issue,Low,10.45,IT Support,In Progress,2025-09-07
2585,Malware alert triggered,Security Incident,Critical,6.49,Security Team,Closed,2026-01-21
2586,Malware alert triggered,Security Incident,Low,9.02,Application Team,Closed,2025-12-11
2587,VPN disconnecting repeatedly,VPN Access,Critical,2.9,Network Team,Closed,2026-03-13
2588,AWS server instance down,Cloud Issue,Medium,1.34,Cloud Team,In Progress,2026-04-11
2589,Forgot system password,Password Reset,Low,9.35,Cloud Team,Closed,2026-02-05
2590,AWS server instance down,Cloud Issue,Low,9.81,Application Team,Resolved,2025-11-21
2591,Software license expired,Software Issue,Critical,3.32,Security Team,Open,2026-02-03
2592,Unable to login after password reset,Password Reset,Critical,10.9,Application Team,In Progress,2025-06-24
2593,Keyboard not working properly,Hardware Issue,High,8.81,Security Team,Closed,2025-08-26
2594,Suspicious login detected,Security Incident,Medium,2.11,Application Team,Open,2026-02-26
2595,Azure VM not responding,Cloud Issue,Low,11.29,IT Support,Open,2026-06-01
2596,Laptop not turning on,Hardware Issue,Critical,4.88,Cloud Team,Open,2026-02-11
2597,Email attachments not opening,Email Issue,Medium,1.15,Database Team,Open,2025-09-17
2598,Azure VM not responding,Cloud Issue,High,6.15,Security Team,Open,2026-03-16
2599,Suspicious login detected,Security Incident,Medium,10.01,Cloud Team,In Progress,2026-01-19
2600,AWS server instance down,Cloud Issue,Critical,5.41,IT Support,In Progress,2025-06-19
2601,SQL server connection timeout,Database Issue,Low,1.67,Network Team,Closed,2025-07-11
2602,Software license expired,Software Issue,Critical,10.31,Security Team,Closed,2025-11-01
2603,Forgot system password,Password Reset,Medium,3.62,Network Team,In Progress,2025-12-05
2604,Unable to install software update,Software Issue,Low,6.13,IT Support,Closed,2025-09-26
2605,Unable to login after password reset,Password Reset,Medium,8.78,Application Team,In Progress,2025-11-15
2606,SQL server connection timeout,Database Issue,Critical,7.22,Database Team,Resolved,2026-04-20
2607,Forgot system password,Password Reset,Critical,11.79,Database Team,Closed,2026-03-09
2608,Outlook not syncing emails,Email Issue,Critical,8.05,Cloud Team,In Progress,2025-08-17
2609,SQL server connection timeout,Database Issue,Medium,9.81,Database Team,Open,2026-03-15
2610,Keyboard not working properly,Hardware Issue,Medium,10.37,Network Team,Open,2025-09-04
2611,Software license expired,Software Issue,Critical,8.96,Application Team,Closed,2026-01-28
2612,Keyboard not working properly,Hardware Issue,High,11.06,Cloud Team,Open,2025-08-12
2613,Internet speed extremely slow,Network Issue,Low,2.27,Database Team,Resolved,2026-04-11
2614,Suspicious login detected,Security Incident,High,7.4,IT Support,In Progress,2026-03-16
2615,Unable to send company email,Email Issue,Low,11.39,Network Team,In Progress,2025-11-12
2616,AWS server instance down,Cloud Issue,High,8.61,Database Team,Open,2025-06-22
2617,API returning unexpected error,Application Bug,Critical,9.03,Application Team,In Progress,2025-08-22
2618,VPN disconnecting repeatedly,VPN Access,Medium,11.51,Cloud Team,Resolved,2025-07-13
2619,Unable to connect to database,Database Issue,Critical,1.45,Database Team,In Progress,2025-07-07
2620,Email attachments not opening,Email Issue,Low,1.48,IT Support,Resolved,2026-02-02
2621,Email attachments not opening,Email Issue,Medium,11.54,Network Team,Closed,2026-04-02
2622,Application crashing frequently,Software Issue,Critical,6.91,Application Team,Open,2025-06-27
2623,Unauthorized access attempt,Security Incident,High,3.98,IT Support,Open,2026-03-18
2624,Keyboard not working properly,Hardware Issue,High,6.69,Security Team,Resolved,2026-04-02
2625,Forgot system password,Password Reset,Critical,7.9,Database Team,Resolved,2026-04-20
2626,Form submission failed,Application Bug,High,8.12,IT Support,Open,2026-06-08
2627,Application crashing frequently,Software Issue,Low,10.85,Database Team,Open,2025-10-17
2628,Software license expired,Software Issue,Medium,8.85,Database Team,In Progress,2026-05-12
2629,Outlook not syncing emails,Email Issue,High,1.2,Security Team,Open,2026-04-14
2630,Unable to install software update,Software Issue,Medium,2.98,Security Team,Resolved,2026-02-05
2631,Laptop not turning on,Hardware Issue,Critical,3.62,Security Team,Open,2026-02-11
2632,VPN connection failed remotely,VPN Access,High,10.05,Security Team,Closed,2025-12-02
2633,WiFi disconnecting frequently,Network Issue,Critical,9.04,Security Team,Resolved,2025-08-15
2634,Software license expired,Software Issue,Low,4.91,Application Team,Resolved,2025-09-28
2635,Forgot system password,Password Reset,Low,9.11,Cloud Team,Open,2025-11-06
2636,VPN connection failed remotely,VPN Access,Medium,7.71,IT Support,In Progress,2025-10-31
2637,Monitor display flickering,Hardware Issue,Low,2.2,Application Team,Open,2025-07-30
2638,Unable to connect to company VPN,VPN Access,High,5.37,Network Team,Closed,2026-03-25
2639,Software license expired,Software Issue,Medium,9.19,Application Team,Open,2026-04-03
2640,Dashboard not loading correctly,Application Bug,Medium,11.03,IT Support,Open,2025-06-25
2641,Database query execution failed,Database Issue,Medium,4.83,Cloud Team,Resolved,2025-10-09
2642,API returning unexpected error,Application Bug,Low,4.89,Network Team,Open,2025-11-05
2643,Database query execution failed,Database Issue,Low,11.66,Application Team,Resolved,2026-02-01
2644,VPN disconnecting repeatedly,VPN Access,Critical,1.7,IT Support,Closed,2026-05-04
2645,Keyboard not working properly,Hardware Issue,Critical,4.01,Network Team,In Progress,2025-09-30
2646,Unable to connect to database,Database Issue,Low,11.91,IT Support,Resolved,2026-01-24
2647,Password reset link not working,Password Reset,Critical,4.48,Network Team,Closed,2026-01-10
2648,Unable to install software update,Software Issue,High,4.67,Security Team,In Progress,2025-09-10
2649,SQL server connection timeout,Database Issue,Low,4.86,Database Team,In Progress,2025-08-12
2650,Unable to access internal network,Network Issue,Medium,11.92,IT Support,Open,2026-06-01
2651,Keyboard not working properly,Hardware Issue,Medium,3.51,IT Support,Resolved,2026-01-16
2652,SQL server connection timeout,Database Issue,Low,3.19,Application Team,Open,2025-11-16
2653,Keyboard not working properly,Hardware Issue,High,2.26,Cloud Team,In Progress,2026-06-02
2654,Email attachments not opening,Email Issue,High,8.65,IT Support,Closed,2025-09-01
2655,Unable to connect to database,Database Issue,Medium,2.25,IT Support,Open,2026-03-25
2656,Laptop not turning on,Hardware Issue,Critical,8.02,Security Team,In Progress,2026-02-11
2657,Laptop not turning on,Hardware Issue,Critical,8.15,Application Team,Resolved,2025-12-07
2658,Software license expired,Software Issue,High,1.74,Network Team,Open,2025-09-06
2659,Outlook not syncing emails,Email Issue,High,10.36,Application Team,In Progress,2026-01-01
2660,Software license expired,Software Issue,Critical,7.11,IT Support,Closed,2025-08-17
2661,VPN connection failed remotely,VPN Access,High,10.88,Network Team,In Progress,2025-11-20
2662,Form submission failed,Application Bug,Medium,9.9,IT Support,Closed,2025-11-02
2663,Unable to send company email,Email Issue,High,7.21,Application Team,In Progress,2026-05-17
2664,Database query execution failed,Database Issue,High,6.89,Cloud Team,Resolved,2025-08-25
2665,Unable to access internal network,Network Issue,High,1.25,Application Team,Open,2025-12-12
2666,Form submission failed,Application Bug,High,7.1,Database Team,Closed,2025-07-07
2667,Application crashing frequently,Software Issue,High,9.09,Database Team,Resolved,2026-03-15
2668,Form submission failed,Application Bug,Medium,6.96,Database Team,In Progress,2025-12-21
2669,Internet speed extremely slow,Network Issue,High,10.09,Database Team,In Progress,2025-09-07
2670,Unable to login after password reset,Password Reset,Medium,1.52,Security Team,In Progress,2026-04-19
2671,API returning unexpected error,Application Bug,Critical,5.55,IT Support,Open,2026-02-19
2672,Unable to send company email,Email Issue,Critical,7.82,Cloud Team,In Progress,2026-02-22
2673,SQL server connection timeout,Database Issue,Critical,1.32,Cloud Team,Closed,2026-02-03
2674,API returning unexpected error,Application Bug,Medium,4.29,Cloud Team,Closed,2025-08-24
2675,SQL server connection timeout,Database Issue,Low,10.46,Cloud Team,In Progress,2025-12-14
2676,VPN disconnecting repeatedly,VPN Access,High,3.17,Security Team,Resolved,2025-08-24
2677,Application crashing frequently,Software Issue,Low,10.97,Application Team,Open,2025-10-16
2678,Software license expired,Software Issue,Medium,7.17,Network Team,Closed,2025-12-27
2679,Unable to connect to database,Database Issue,High,5.01,Cloud Team,Resolved,2025-09-08
2680,API returning unexpected error,Application Bug,High,8.12,Database Team,In Progress,2026-04-13
2681,Unable to install software update,Software Issue,High,1.09,Cloud Team,Resolved,2026-01-15
2682,Unable to connect to company VPN,VPN Access,High,5.17,Database Team,Open,2025-09-21
2683,Azure VM not responding,Cloud Issue,Critical,4.43,Network Team,Open,2025-11-24
2684,Malware alert triggered,Security Incident,Low,9.6,Security Team,Resolved,2026-05-02
2685,Unable to connect to database,Database Issue,High,2.37,IT Support,Resolved,2025-12-11
2686,Unable to access internal network,Network Issue,Low,2.44,IT Support,Resolved,2025-10-25
2687,Unable to install software update,Software Issue,Low,4.61,Cloud Team,Open,2025-09-23
2688,VPN connection failed remotely,VPN Access,High,9.87,Database Team,Closed,2025-09-27
2689,Unable to access internal network,Network Issue,Medium,4.13,Security Team,Closed,2025-09-27
2690,Database query execution failed,Database Issue,Low,3.67,IT Support,Closed,2026-05-28
2691,Outlook not syncing emails,Email Issue,Critical,8.86,IT Support,Open,2025-07-26
2692,Unable to connect to company VPN,VPN Access,High,2.73,Database Team,In Progress,2026-01-29
2693,Unable to login after password reset,Password Reset,Low,11.19,Database Team,Closed,2025-07-13
2694,Outlook not syncing emails,Email Issue,Low,5.82,Security Team,Open,2025-11-03
2695,Unable to send company email,Email Issue,Critical,5.44,Database Team,Resolved,2025-10-16
2696,Monitor display flickering,Hardware Issue,Low,1.67,Cloud Team,Resolved,2026-02-27
2697,Unable to install software update,Software Issue,High,11.3,Security Team,Closed,2026-05-28
2698,AWS server instance down,Cloud Issue,Low,6.04,Network Team,Open,2025-08-26
2699,WiFi disconnecting frequently,Network Issue,High,2.48,Application Team,Open,2026-01-30
2700,Unable to login after password reset,Password Reset,Critical,2.02,IT Support,In Progress,2026-03-26
2701,Database query execution failed,Database Issue,Critical,6.95,IT Support,In Progress,2025-11-25
2702,API returning unexpected error,Application Bug,Critical,1.59,Cloud Team,In Progress,2025-07-31
2703,Unable to connect to database,Database Issue,Critical,3.23,Database Team,In Progress,2025-09-13
2704,Unable to install software update,Software Issue,Low,7.58,Cloud Team,In Progress,2025-10-02
2705,VPN connection failed remotely,VPN Access,Medium,8.65,Network Team,Resolved,2025-10-15
2706,Internet speed extremely slow,Network Issue,Low,8.8,IT Support,In Progress,2026-01-16
2707,Software license expired,Software Issue,Low,6.03,IT Support,Closed,2026-03-15
2708,Laptop not turning on,Hardware Issue,High,10.28,Security Team,Closed,2025-09-07
2709,Dashboard not loading correctly,Application Bug,High,2.87,Security Team,Resolved,2026-03-21
2710,Unable to connect to company VPN,VPN Access,Medium,5.38,Database Team,Open,2026-02-21
2711,Unable to send company email,Email Issue,Medium,4.9,Security Team,Resolved,2026-03-01
2712,API returning unexpected error,Application Bug,Critical,1.53,Application Team,Open,2026-03-29
2713,WiFi disconnecting frequently,Network Issue,Medium,9.47,Cloud Team,Open,2026-02-15
2714,Unable to login after password reset,Password Reset,Low,4.86,Security Team,In Progress,2026-04-10
2715,Database query execution failed,Database Issue,High,11.79,Database Team,In Progress,2025-12-11
2716,Forgot system password,Password Reset,Medium,11.59,Database Team,Resolved,2025-07-20
2717,Software license expired,Software Issue,Critical,11.3,Database Team,In Progress,2026-05-31
2718,Application crashing frequently,Software Issue,Critical,8.9,IT Support,Resolved,2026-04-12
2719,Password reset link not working,Password Reset,Critical,8.91,Application Team,In Progress,2026-02-17
2720,Malware alert triggered,Security Incident,Medium,2.9,Database Team,Closed,2025-07-23
2721,Malware alert triggered,Security Incident,High,10.98,Application Team,Resolved,2026-04-02
2722,Cloud storage access denied,Cloud Issue,Low,6.56,Cloud Team,Open,2025-09-19
2723,Unable to install software update,Software Issue,High,4.56,Application Team,In Progress,2026-03-24
2724,Monitor display flickering,Hardware Issue,Critical,3.07,Cloud Team,Open,2026-02-23
2725,SQL server connection timeout,Database Issue,Low,6.73,IT Support,Resolved,2026-06-04
